cell1	cell2	cell3	cell4	cell5	cell6	cell7	cell8	cell9	cell10	cell11	cell12
3.04	3.04	3.04	3.04	1.91	3.04	3.04	3.04	3.04	3.04	3.04	0.87
3.04	3.04	3.04	3.04	3	3.04	3.04	3.04	3.04	3.04	3.04	4.17
3.04	3.04	3.04	3.04	2.59	3.04	3.04	3.04	3.04	3.04	3.04	2.86
3.04	3.04	3.04	3.04	2.33	3.04	3.04	3.04	3.04	3.04	3.04	3.1
3.04	3.04	3.04	3.04	2.33	3.04	3.04	3.04	3.04	3.04	3.04	2.1
3.04	3.04	3.04	3.04	1.54	3.04	3.04	3.04	3.04	3.04	3.04	3.13
3.04	3.04	3.04	3.04	2.2	3.04	3.04	3.04	3.04	3.04	3.04	3.93
3.04	3.04	3.04	3.04	2.14	3.04	3.04	3.04	3.04	3.04	3.04	1.93
3.04	3.04	3.04	3.04	2.61	3.04	3.04	3.04	3.04	3.04	3.04	3.86
3.05	3.05	3.05	3.05	3.92	3.05	3.05	3.05	3.05	3.05	3.05	6
3.05	3.05	3.05	3.05	3.1	3.05	3.05	3.05	3.05	3.05	3.05	2.11
3.05	3.05	3.05	3.05	3.54	3.05	3.05	3.05	3.05	3.05	3.05	4.02
3.05	3.05	3.05	3.05	3.41	3.05	3.05	3.05	3.05	3.05	3.05	1.14
3.05	3.05	3.05	3.05	3.58	3.05	3.05	3.05	3.05	3.05	3.05	1.45
3.05	3.05	3.05	3.05	3.54	3.05	3.05	3.05	3.05	3.05	3.05	2.32
3.05	3.05	3.05	3.05	3.29	3.05	3.05	3.05	3.05	3.05	3.05	1.21
3.05	3.05	3.05	3.05	4.8	3.05	3.05	3.05	3.05	3.05	3.05	2.35
3.05	3.05	3.05	3.05	3.39	3.05	3.05	3.05	3.05	3.05	3.05	6.15
3.05	3.05	3.05	3.05	3.53	3.05	3.05	3.05	3.05	3.05	3.05	2.84
3.06	3.06	3.06	3.06	3.13	3.06	3.06	3.06	3.06	3.06	3.06	4.96
3.06	3.06	3.06	3.06	3.48	3.06	3.06	3.06	3.06	3.06	3.06	2.55
3.06	3.06	3.06	3.06	3.27	3.06	3.06	3.06	3.06	3.06	3.06	5.12
3.06	3.06	3.06	3.06	1.04	3.06	3.06	3.06	3.06	3.06	3.06	0.18
3.06	3.06	3.06	3.06	3.35	3.06	3.06	3.06	3.06	3.06	3.06	0.88
3.06	3.06	3.06	3.06	3.23	3.06	3.06	3.06	3.06	3.06	3.06	2.25
3.06	3.06	3.06	3.06	3.66	3.06	3.06	3.06	3.06	3.06	3.06	5.04
3.06	3.06	3.06	3.06	2.01	3.06	3.06	3.06	3.06	3.06	3.06	2.07
3.06	3.06	3.06	3.06	2.5	3.06	3.06	3.06	3.06	3.06	3.06	4.4
3.06	3.06	3.06	3.06	3.07	3.06	3.06	3.06	3.06	3.06	3.06	0.31
3.07	3.07	3.07	3.07	5.32	3.07	3.07	3.07	3.07	3.07	3.07	8.2
3.07	3.07	3.07	3.07	3.18	3.07	3.07	3.07	3.07	3.07	3.07	5.85
3.07	3.07	3.07	3.07	2.29	3.07	3.07	3.07	3.07	3.07	3.07	2.89
3.07	3.07	3.07	3.07	1.57	3.07	3.07	3.07	3.07	3.07	3.07	3.38
3.07	3.07	3.07	3.07	2.98	3.07	3.07	3.07	3.07	3.07	3.07	1.61
3.07	3.07	3.07	3.07	2.69	3.07	3.07	3.07	3.07	3.07	3.07	3.23
3.07	3.07	3.07	3.07	2.84	3.07	3.07	3.07	3.07	3.07	3.07	2.43
3.07	3.07	3.07	3.07	3.04	3.07	3.07	3.07	3.07	3.07	3.07	3.29
3.07	3.07	3.07	3.07	1.35	3.07	3.07	3.07	3.07	3.07	3.07	1.72
3.07	3.07	3.07	3.07	2.99	3.07	3.07	3.07	3.07	3.07	3.07	1.59
3.08	3.08	3.08	3.08	4.43	3.08	3.08	3.08	3.08	3.08	3.08	3.4
3.08	3.08	3.08	3.08	4.24	3.08	3.08	3.08	3.08	3.08	3.08	4.16
3.08	3.08	3.08	3.08	3.83	3.08	3.08	3.08	3.08	3.08	3.08	2.82
3.08	3.08	3.08	3.08	4.37	3.08	3.08	3.08	3.08	3.08	3.08	0.78
3.08	3.08	3.08	3.08	1.9	3.08	3.08	3.08	3.08	3.08	3.08	4.47
3.08	3.08	3.08	3.08	2.61	3.08	3.08	3.08	3.08	3.08	3.08	3.25
3.08	3.08	3.08	3.08	2.96	3.08	3.08	3.08	3.08	3.08	3.08	4.02
3.08	3.08	3.08	3.08	2.77	3.08	3.08	3.08	3.08	3.08	3.08	2
3.08	3.08	3.08	3.08	4.31	3.08	3.08	3.08	3.08	3.08	3.08	2.6
3.08	3.08	3.08	3.08	2.78	3.08	3.08	3.08	3.08	3.08	3.08	4.74
3.09	3.09	3.09	3.09	3.37	3.09	3.09	3.09	3.09	3.09	3.09	4.11
3.09	3.09	3.09	3.09	4.01	3.09	3.09	3.09	3.09	3.09	3.09	0.09
3.09	3.09	3.09	3.09	2.89	3.09	3.09	3.09	3.09	3.09	3.09	4.05
3.09	3.09	3.09	3.09	1.01	3.09	3.09	3.09	3.09	3.09	3.09	2.48
3.09	3.09	3.09	3.09	3.85	3.09	3.09	3.09	3.09	3.09	3.09	0.99
3.09	3.09	3.09	3.09	3.18	3.09	3.09	3.09	3.09	3.09	3.09	3.87
3.09	3.09	3.09	3.09	3.88	3.09	3.09	3.09	3.09	3.09	3.09	2.68
3.09	3.09	3.09	3.09	2.41	3.09	3.09	3.09	3.09	3.09	3.09	1.45
3.09	3.09	3.09	3.09	2.47	3.09	3.09	3.09	3.09	3.09	3.09	3.83
3.09	3.09	3.09	3.09	2.34	3.09	3.09	3.09	3.09	3.09	3.09	3.02
3.1	3.1	3.1	3.1	2.42	3.1	3.1	3.1	3.1	3.1	3.1	3.72
3.1	3.1	3.1	3.1	4.49	3.1	3.1	3.1	3.1	3.1	3.1	3.76
3.1	3.1	3.1	3.1	2.91	3.1	3.1	3.1	3.1	3.1	3.1	1.8
3.1	3.1	3.1	3.1	4.36	3.1	3.1	3.1	3.1	3.1	3.1	4.73
3.1	3.1	3.1	3.1	3.56	3.1	3.1	3.1	3.1	3.1	3.1	2.69
3.1	3.1	3.1	3.1	1.92	3.1	3.1	3.1	3.1	3.1	3.1	5.77
3.1	3.1	3.1	3.1	2.07	3.1	3.1	3.1	3.1	3.1	3.1	3.56
3.1	3.1	3.1	3.1	3.38	3.1	3.1	3.1	3.1	3.1	3.1	3.33
3.1	3.1	3.1	3.1	3.54	3.1	3.1	3.1	3.1	3.1	3.1	3.98
3.1	3.1	3.1	3.1	3.52	3.1	3.1	3.1	3.1	3.1	3.1	3.47
3.11	3.11	3.11	3.11	5.18	3.11	3.11	3.11	3.11	3.11	3.11	2.61
3.11	3.11	3.11	3.11	2.93	3.11	3.11	3.11	3.11	3.11	3.11	1.34
3.11	3.11	3.11	3.11	2.64	3.11	3.11	3.11	3.11	3.11	3.11	4.61
3.11	3.11	3.11	3.11	1.72	3.11	3.11	3.11	3.11	3.11	3.11	2.52
3.11	3.11	3.11	3.11	4.83	3.11	3.11	3.11	3.11	3.11	3.11	2.42
3.11	3.11	3.11	3.11	2.97	3.11	3.11	3.11	3.11	3.11	3.11	0.19
3.11	3.11	3.11	3.11	2.8	3.11	3.11	3.11	3.11	3.11	3.11	5.09
3.11	3.11	3.11	3.11	2.32	3.11	3.11	3.11	3.11	3.11	3.11	2.84
3.11	3.11	3.11	3.11	2.05	3.11	3.11	3.11	3.11	3.11	3.11	2.78
3.11	3.11	3.11	3.11	3.8	3.11	3.11	3.11	3.11	3.11	3.11	6.5
3.12	3.12	3.12	3.12	2.44	3.12	3.12	3.12	3.12	3.12	3.12	2.38
3.12	3.12	3.12	3.12	4.02	3.12	3.12	3.12	3.12	3.12	3.12	2.35
3.12	3.12	3.12	3.12	1.09	3.12	3.12	3.12	3.12	3.12	3.12	3.8
3.12	3.12	3.12	3.12	3.75	3.12	3.12	3.12	3.12	3.12	3.12	3.09
3.12	3.12	3.12	3.12	2.68	3.12	3.12	3.12	3.12	3.12	3.12	2.44
3.12	3.12	3.12	3.12	4.67	3.12	3.12	3.12	3.12	3.12	3.12	0.57
3.12	3.12	3.12	3.12	2.28	3.12	3.12	3.12	3.12	3.12	3.12	1.89
3.12	3.12	3.12	3.12	3.08	3.12	3.12	3.12	3.12	3.12	3.12	2.08
3.12	3.12	3.12	3.12	3.87	3.12	3.12	3.12	3.12	3.12	3.12	0.83
3.12	3.12	3.12	3.12	4.66	3.12	3.12	3.12	3.12	3.12	3.12	2.1
3.13	3.13	3.13	3.13	3.63	3.13	3.13	3.13	3.13	3.13	3.13	4.39
3.13	3.13	3.13	3.13	3.52	3.13	3.13	3.13	3.13	3.13	3.13	2.13
3.13	3.13	3.13	3.13	5.15	3.13	3.13	3.13	3.13	3.13	3.13	1.35
3.13	3.13	3.13	3.13	4.32	3.13	3.13	3.13	3.13	3.13	3.13	1.72
3.13	3.13	3.13	3.13	5.19	3.13	3.13	3.13	3.13	3.13	3.13	4.01
3.13	3.13	3.13	3.13	2.94	3.13	3.13	3.13	3.13	3.13	3.13	3.32
3.13	3.13	3.13	3.13	3.67	3.13	3.13	3.13	3.13	3.13	3.13	2.86
3.13	3.13	3.13	3.13	1.68	3.13	3.13	3.13	3.13	3.13	3.13	1.38
3.13	3.13	3.13	3.13	3.17	3.13	3.13	3.13	3.13	3.13	3.13	2.55
3.13	3.13	3.13	3.13	2.69	3.13	3.13	3.13	3.13	3.13	3.13	2.79
3.14	3.14	3.14	3.14	3.63	3.14	3.14	3.14	3.14	3.14	3.14	1.64
3.14	3.14	3.14	3.14	3.72	3.14	3.14	3.14	3.14	3.14	3.14	6.87
3.14	3.14	3.14	3.14	4.1	3.14	3.14	3.14	3.14	3.14	3.14	2.7
3.14	3.14	3.14	3.14	1.92	3.14	3.14	3.14	3.14	3.14	3.14	2.14
3.14	3.14	3.14	3.14	2.29	3.14	3.14	3.14	3.14	3.14	3.14	6.37
3.14	3.14	3.14	3.14	4.44	3.14	3.14	3.14	3.14	3.14	3.14	3.19
3.14	3.14	3.14	3.14	4.3	3.14	3.14	3.14	3.14	3.14	3.14	0.96
3.14	3.14	3.14	3.14	4.27	3.14	3.14	3.14	3.14	3.14	3.14	5.41
3.14	3.14	3.14	3.14	2.38	3.14	3.14	3.14	3.14	3.14	3.14	3.97
3.14	3.14	3.14	3.14	2.66	3.14	3.14	3.14	3.14	3.14	3.14	5.68
3.15	3.15	3.15	3.15	2.46	3.15	3.15	3.15	3.15	3.15	3.15	3.74
3.15	3.15	3.15	3.15	4	3.15	3.15	3.15	3.15	3.15	3.15	0.28
3.15	3.15	3.15	3.15	3.76	3.15	3.15	3.15	3.15	3.15	3.15	5.79
3.15	3.15	3.15	3.15	4.15	3.15	3.15	3.15	3.15	3.15	3.15	1.81
3.15	3.15	3.15	3.15	2.84	3.15	3.15	3.15	3.15	3.15	3.15	4.93
3.15	3.15	3.15	3.15	2.87	3.15	3.15	3.15	3.15	3.15	3.15	4.09
3.15	3.15	3.15	3.15	4.41	3.15	3.15	3.15	3.15	3.15	3.15	1.24
3.15	3.15	3.15	3.15	1.42	3.15	3.15	3.15	3.15	3.15	3.15	6.21
3.15	3.15	3.15	3.15	2.37	3.15	3.15	3.15	3.15	3.15	3.15	1.77
3.15	3.15	3.15	3.15	2	3.15	3.15	3.15	3.15	3.15	3.15	1.99
3.16	3.16	3.16	3.16	2.4	3.16	3.16	3.16	3.16	3.16	3.16	2.71
3.16	3.16	3.16	3.16	2.75	3.16	3.16	3.16	3.16	3.16	3.16	0.72
3.16	3.16	3.16	3.16	1.94	3.16	3.16	3.16	3.16	3.16	3.16	2.09
3.16	3.16	3.16	3.16	2.19	3.16	3.16	3.16	3.16	3.16	3.16	3.22
3.16	3.16	3.16	3.16	4.31	3.16	3.16	3.16	3.16	3.16	3.16	5.1
3.16	3.16	3.16	3.16	3.66	3.16	3.16	3.16	3.16	3.16	3.16	4.99
3.16	3.16	3.16	3.16	3.37	3.16	3.16	3.16	3.16	3.16	3.16	4.36
3.16	3.16	3.16	3.16	1.88	3.16	3.16	3.16	3.16	3.16	3.16	4.24
3.16	3.16	3.16	3.16	2.66	3.16	3.16	3.16	3.16	3.16	3.16	3.33
3.16	3.16	3.16	3.16	2.37	3.16	3.16	3.16	3.16	3.16	3.16	6.49
3.17	3.17	3.17	3.17	2.46	3.17	3.17	3.17	3.17	3.17	3.17	1.84
3.17	3.17	3.17	3.17	5.54	3.17	3.17	3.17	3.17	3.17	3.17	1.61
3.17	3.17	3.17	3.17	3	3.17	3.17	3.17	3.17	3.17	3.17	1.1
3.17	3.17	3.17	3.17	3.47	3.17	3.17	3.17	3.17	3.17	3.17	0.38
3.17	3.17	3.17	3.17	2.35	3.17	3.17	3.17	3.17	3.17	3.17	2.13
3.17	3.17	3.17	3.17	2.92	3.17	3.17	3.17	3.17	3.17	3.17	2.53
3.17	3.17	3.17	3.17	2.27	3.17	3.17	3.17	3.17	3.17	3.17	3.23
3.17	3.17	3.17	3.17	3.49	3.17	3.17	3.17	3.17	3.17	3.17	2.99
3.17	3.17	3.17	3.17	4.82	3.17	3.17	3.17	3.17	3.17	3.17	3.12
3.17	3.17	3.17	3.17	4.73	3.17	3.17	3.17	3.17	3.17	3.17	1.09
3.18	3.18	3.18	3.18	3.94	3.18	3.18	3.18	3.18	3.18	3.18	6.95
3.18	3.18	3.18	3.18	2.08	3.18	3.18	3.18	3.18	3.18	3.18	1.56
3.18	3.18	3.18	3.18	3.07	3.18	3.18	3.18	3.18	3.18	3.18	2.07
3.18	3.18	3.18	3.18	2.28	3.18	3.18	3.18	3.18	3.18	3.18	2.24
3.18	3.18	3.18	3.18	4.58	3.18	3.18	3.18	3.18	3.18	3.18	4.62
3.18	3.18	3.18	3.18	2.14	3.18	3.18	3.18	3.18	3.18	3.18	3.15
3.18	3.18	3.18	3.18	3.02	3.18	3.18	3.18	3.18	3.18	3.18	3.46
3.18	3.18	3.18	3.18	1.22	3.18	3.18	3.18	3.18	3.18	3.18	3.44
3.18	3.18	3.18	3.18	4.52	3.18	3.18	3.18	3.18	3.18	3.18	3.87
3.18	3.18	3.18	3.18	1.49	3.18	3.18	3.18	3.18	3.18	3.18	4
3.19	3.19	3.19	3.19	3.76	3.19	3.19	3.19	3.19	3.19	3.19	0.57
3.19	3.19	3.19	3.19	2.52	3.19	3.19	3.19	3.19	3.19	3.19	2.25
3.19	3.19	3.19	3.19	4.6	3.19	3.19	3.19	3.19	3.19	3.19	3.3
3.19	3.19	3.19	3.19	3.04	3.19	3.19	3.19	3.19	3.19	3.19	3.41
3.19	3.19	3.19	3.19	3.03	3.19	3.19	3.19	3.19	3.19	3.19	3.96
3.19	3.19	3.19	3.19	2.17	3.19	3.19	3.19	3.19	3.19	3.19	0.82
3.19	3.19	3.19	3.19	2.69	3.19	3.19	3.19	3.19	3.19	3.19	3.81
3.19	3.19	3.19	3.19	5.66	3.19	3.19	3.19	3.19	3.19	3.19	4.03
3.19	3.19	3.19	3.19	5.38	3.19	3.19	3.19	3.19	3.19	3.19	2.31
3.19	3.19	3.19	3.19	3.51	3.19	3.19	3.19	3.19	3.19	3.19	2.37
3.2	3.2	3.2	3.2	2.34	3.2	3.2	3.2	3.2	3.2	3.2	3.65
3.2	3.2	3.2	3.2	1.74	3.2	3.2	3.2	3.2	3.2	3.2	2.46
3.2	3.2	3.2	3.2	4.47	3.2	3.2	3.2	3.2	3.2	3.2	3.18
3.2	3.2	3.2	3.2	4.1	3.2	3.2	3.2	3.2	3.2	3.2	2.7
3.2	3.2	3.2	3.2	2.99	3.2	3.2	3.2	3.2	3.2	3.2	4.15
3.2	3.2	3.2	3.2	2.14	3.2	3.2	3.2	3.2	3.2	3.2	2.42
3.2	3.2	3.2	3.2	5.23	3.2	3.2	3.2	3.2	3.2	3.2	2.24
3.2	3.2	3.2	3.2	4.46	3.2	3.2	3.2	3.2	3.2	3.2	2.23
3.2	3.2	3.2	3.2	0.79	3.2	3.2	3.2	3.2	3.2	3.2	4.52
3.2	3.2	3.2	3.2	2.55	3.2	3.2	3.2	3.2	3.2	3.2	3.74
3.21	3.21	3.21	3.21	2.66	3.21	3.21	3.21	3.21	3.21	3.21	2.57
3.21	3.21	3.21	3.21	4.58	3.21	3.21	3.21	3.21	3.21	3.21	5.57
3.21	3.21	3.21	3.21	3.04	3.21	3.21	3.21	3.21	3.21	3.21	2.66
3.21	3.21	3.21	3.21	2.72	3.21	3.21	3.21	3.21	3.21	3.21	4.37
3.21	3.21	3.21	3.21	0.18	3.21	3.21	3.21	3.21	3.21	3.21	1.39
3.21	3.21	3.21	3.21	3.73	3.21	3.21	3.21	3.21	3.21	3.21	4.89
3.21	3.21	3.21	3.21	3.7	3.21	3.21	3.21	3.21	3.21	3.21	0.34
3.21	3.21	3.21	3.21	0.05	3.21	3.21	3.21	3.21	3.21	3.21	4.18
3.21	3.21	3.21	3.21	3.49	3.21	3.21	3.21	3.21	3.21	3.21	2.54
3.21	3.21	3.21	3.21	4.08	3.21	3.21	3.21	3.21	3.21	3.21	3.34
3.22	3.22	3.22	3.22	4.52	3.22	3.22	3.22	3.22	3.22	3.22	3.61
3.22	3.22	3.22	3.22	3.63	3.22	3.22	3.22	3.22	3.22	3.22	1.93
3.22	3.22	3.22	3.22	3.58	3.22	3.22	3.22	3.22	3.22	3.22	5.46
3.22	3.22	3.22	3.22	3.98	3.22	3.22	3.22	3.22	3.22	3.22	4.61
3.22	3.22	3.22	3.22	3.27	3.22	3.22	3.22	3.22	3.22	3.22	5.65
3.22	3.22	3.22	3.22	2.5	3.22	3.22	3.22	3.22	3.22	3.22	5.73
3.22	3.22	3.22	3.22	2.85	3.22	3.22	3.22	3.22	3.22	3.22	1.21
3.22	3.22	3.22	3.22	1.84	3.22	3.22	3.22	3.22	3.22	3.22	3.5
3.22	3.22	3.22	3.22	2.34	3.22	3.22	3.22	3.22	3.22	3.22	2.04
3.22	3.22	3.22	3.22	4.33	3.22	3.22	3.22	3.22	3.22	3.22	2.81
3.23	3.23	3.23	3.23	2.7	3.23	3.23	3.23	3.23	3.23	3.23	1.84
3.23	3.23	3.23	3.23	2.78	3.23	3.23	3.23	3.23	3.23	3.23	4.24
3.23	3.23	3.23	3.23	2.47	3.23	3.23	3.23	3.23	3.23	3.23	0.71
3.23	3.23	3.23	3.23	4.15	3.23	3.23	3.23	3.23	3.23	3.23	1
3.23	3.23	3.23	3.23	2.56	3.23	3.23	3.23	3.23	3.23	3.23	4.87
3.23	3.23	3.23	3.23	3.38	3.23	3.23	3.23	3.23	3.23	3.23	0.48
3.23	3.23	3.23	3.23	3.9	3.23	3.23	3.23	3.23	3.23	3.23	2.66
3.23	3.23	3.23	3.23	4.12	3.23	3.23	3.23	3.23	3.23	3.23	4.36
3.23	3.23	3.23	3.23	2.44	3.23	3.23	3.23	3.23	3.23	3.23	4.4
3.23	3.23	3.23	3.23	1.29	3.23	3.23	3.23	3.23	3.23	3.23	4.21
3.24	3.24	3.24	3.24	4.28	3.24	3.24	3.24	3.24	3.24	3.24	3.14
3.24	3.24	3.24	3.24	3.79	3.24	3.24	3.24	3.24	3.24	3.24	3.44
3.24	3.24	3.24	3.24	1.98	3.24	3.24	3.24	3.24	3.24	3.24	0.64
3.24	3.24	3.24	3.24	2.98	3.24	3.24	3.24	3.24	3.24	3.24	5.46
3.24	3.24	3.24	3.24	3.83	3.24	3.24	3.24	3.24	3.24	3.24	4.54
3.24	3.24	3.24	3.24	2.89	3.24	3.24	3.24	3.24	3.24	3.24	3.4
3.24	3.24	3.24	3.24	3.58	3.24	3.24	3.24	3.24	3.24	3.24	5.61
3.24	3.24	3.24	3.24	3.71	3.24	3.24	3.24	3.24	3.24	3.24	5.05
3.24	3.24	3.24	3.24	3.25	3.24	3.24	3.24	3.24	3.24	3.24	1.69
3.24	3.24	3.24	3.24	2.86	3.24	3.24	3.24	3.24	3.24	3.24	1.97
3.25	3.25	3.25	3.25	3.44	3.25	3.25	3.25	3.25	3.25	3.25	3.91
3.25	3.25	3.25	3.25	3.22	3.25	3.25	3.25	3.25	3.25	3.25	3.78
3.25	3.25	3.25	3.25	3.38	3.25	3.25	3.25	3.25	3.25	3.25	6.76
3.25	3.25	3.25	3.25	3.04	3.25	3.25	3.25	3.25	3.25	3.25	4.61
3.25	3.25	3.25	3.25	3.44	3.25	3.25	3.25	3.25	3.25	3.25	3.36
3.25	3.25	3.25	3.25	3.22	3.25	3.25	3.25	3.25	3.25	3.25	2.08
3.25	3.25	3.25	3.25	3.24	3.25	3.25	3.25	3.25	3.25	3.25	0.61
3.25	3.25	3.25	3.25	2.62	3.25	3.25	3.25	3.25	3.25	3.25	3.99
3.25	3.25	3.25	3.25	3.34	3.25	3.25	3.25	3.25	3.25	3.25	1.46
3.25	3.25	3.25	3.25	2.92	3.25	3.25	3.25	3.25	3.25	3.25	3.72
3.26	3.26	3.26	3.26	4.71	3.26	3.26	3.26	3.26	3.26	3.26	5.28
3.26	3.26	3.26	3.26	2.02	3.26	3.26	3.26	3.26	3.26	3.26	4.06
3.26	3.26	3.26	3.26	2.66	3.26	3.26	3.26	3.26	3.26	3.26	0.92
3.26	3.26	3.26	3.26	4.38	3.26	3.26	3.26	3.26	3.26	3.26	1.95
3.26	3.26	3.26	3.26	3.22	3.26	3.26	3.26	3.26	3.26	3.26	0.43
3.26	3.26	3.26	3.26	2.17	3.26	3.26	3.26	3.26	3.26	3.26	2.57
3.26	3.26	3.26	3.26	4.24	3.26	3.26	3.26	3.26	3.26	3.26	2.64
3.26	3.26	3.26	3.26	0.13	3.26	3.26	3.26	3.26	3.26	3.26	3.63
3.26	3.26	3.26	3.26	3.87	3.26	3.26	3.26	3.26	3.26	3.26	2.03
3.26	3.26	3.26	3.26	4.32	3.26	3.26	3.26	3.26	3.26	3.26	3.41
3.27	3.27	3.27	3.27	3.21	3.27	3.27	3.27	3.27	3.27	3.27	1.1
3.27	3.27	3.27	3.27	2.94	3.27	3.27	3.27	3.27	3.27	3.27	3.23
3.27	3.27	3.27	3.27	4.01	3.27	3.27	3.27	3.27	3.27	3.27	5.44
3.27	3.27	3.27	3.27	5.37	3.27	3.27	3.27	3.27	3.27	3.27	1.77
3.27	3.27	3.27	3.27	3.31	3.27	3.27	3.27	3.27	3.27	3.27	4.71
3.27	3.27	3.27	3.27	2.31	3.27	3.27	3.27	3.27	3.27	3.27	4.26
3.27	3.27	3.27	3.27	2.35	3.27	3.27	3.27	3.27	3.27	3.27	1.93
3.27	3.27	3.27	3.27	4.41	3.27	3.27	3.27	3.27	3.27	3.27	2.77
3.27	3.27	3.27	3.27	4.04	3.27	3.27	3.27	3.27	3.27	3.27	3.84
3.27	3.27	3.27	3.27	2.57	3.27	3.27	3.27	3.27	3.27	3.27	4.64
3.28	3.28	3.28	3.28	2.37	3.28	3.28	3.28	3.28	3.28	3.28	2.34
3.28	3.28	3.28	3.28	1.79	3.28	3.28	3.28	3.28	3.28	3.28	2.16
3.28	3.28	3.28	3.28	3.67	3.28	3.28	3.28	3.28	3.28	3.28	2.91
3.28	3.28	3.28	3.28	4.53	3.28	3.28	3.28	3.28	3.28	3.28	4.68
3.28	3.28	3.28	3.28	3.18	3.28	3.28	3.28	3.28	3.28	3.28	0.74
3.28	3.28	3.28	3.28	4.36	3.28	3.28	3.28	3.28	3.28	3.28	4.78
3.28	3.28	3.28	3.28	4.2	3.28	3.28	3.28	3.28	3.28	3.28	2.56
3.28	3.28	3.28	3.28	3.5	3.28	3.28	3.28	3.28	3.28	3.28	4.66
3.28	3.28	3.28	3.28	2.92	3.28	3.28	3.28	3.28	3.28	3.28	1.45
3.28	3.28	3.28	3.28	1.44	3.28	3.28	3.28	3.28	3.28	3.28	4.47
3.29	3.29	3.29	3.29	4.95	3.29	3.29	3.29	3.29	3.29	3.29	1.52
3.29	3.29	3.29	3.29	3.47	3.29	3.29	3.29	3.29	3.29	3.29	2.36
3.29	3.29	3.29	3.29	2.19	3.29	3.29	3.29	3.29	3.29	3.29	4.73
3.29	3.29	3.29	3.29	1.96	3.29	3.29	3.29	3.29	3.29	3.29	3.12
3.29	3.29	3.29	3.29	3.18	3.29	3.29	3.29	3.29	3.29	3.29	0.92
3.29	3.29	3.29	3.29	2.92	3.29	3.29	3.29	3.29	3.29	3.29	3.08
3.29	3.29	3.29	3.29	4.41	3.29	3.29	3.29	3.29	3.29	3.29	4.96
3.29	3.29	3.29	3.29	4.5	3.29	3.29	3.29	3.29	3.29	3.29	5.31
3.29	3.29	3.29	3.29	4.05	3.29	3.29	3.29	3.29	3.29	3.29	2.54
3.29	3.29	3.29	3.29	2.41	3.29	3.29	3.29	3.29	3.29	3.29	5.37
3.3	3.3	3.3	3.3	3.16	3.3	3.3	3.3	3.3	3.3	3.3	4.08
3.3	3.3	3.3	3.3	3.05	3.3	3.3	3.3	3.3	3.3	3.3	0.41
3.3	3.3	3.3	3.3	2.18	3.3	3.3	3.3	3.3	3.3	3.3	4.04
3.3	3.3	3.3	3.3	2.09	3.3	3.3	3.3	3.3	3.3	3.3	3.34
3.3	3.3	3.3	3.3	2.42	3.3	3.3	3.3	3.3	3.3	3.3	2.53
3.3	3.3	3.3	3.3	2.34	3.3	3.3	3.3	3.3	3.3	3.3	3.59
3.3	3.3	3.3	3.3	3.7	3.3	3.3	3.3	3.3	3.3	3.3	5.61
3.3	3.3	3.3	3.3	2.98	3.3	3.3	3.3	3.3	3.3	3.3	4.7
3.3	3.3	3.3	3.3	4.04	3.3	3.3	3.3	3.3	3.3	3.3	3.48
3.3	3.3	3.3	3.3	3.78	3.3	3.3	3.3	3.3	3.3	3.3	2.4
3.31	3.31	3.31	3.31	4.38	3.31	3.31	3.31	3.31	3.31	3.31	5.28
3.31	3.31	3.31	3.31	3.15	3.31	3.31	3.31	3.31	3.31	3.31	2.83
3.31	3.31	3.31	3.31	3.5	3.31	3.31	3.31	3.31	3.31	3.31	3.14
3.31	3.31	3.31	3.31	3.62	3.31	3.31	3.31	3.31	3.31	3.31	0.75
3.31	3.31	3.31	3.31	3.73	3.31	3.31	3.31	3.31	3.31	3.31	5.02
3.31	3.31	3.31	3.31	2.58	3.31	3.31	3.31	3.31	3.31	3.31	3.56
3.31	3.31	3.31	3.31	2.5	3.31	3.31	3.31	3.31	3.31	3.31	2.72
3.31	3.31	3.31	3.31	4.28	3.31	3.31	3.31	3.31	3.31	3.31	3.95
3.31	3.31	3.31	3.31	2.29	3.31	3.31	3.31	3.31	3.31	3.31	3.24
3.31	3.31	3.31	3.31	2.06	3.31	3.31	3.31	3.31	3.31	3.31	6.46
3.32	3.32	3.32	3.32	2.35	3.32	3.32	3.32	3.32	3.32	3.32	2.1
3.32	3.32	3.32	3.32	4.92	3.32	3.32	3.32	3.32	3.32	3.32	4.16
3.32	3.32	3.32	3.32	3.98	3.32	3.32	3.32	3.32	3.32	3.32	1.59
3.32	3.32	3.32	3.32	2.25	3.32	3.32	3.32	3.32	3.32	3.32	4.98
3.32	3.32	3.32	3.32	3.46	3.32	3.32	3.32	3.32	3.32	3.32	2.79
3.32	3.32	3.32	3.32	2.86	3.32	3.32	3.32	3.32	3.32	3.32	4.82
3.32	3.32	3.32	3.32	3.12	3.32	3.32	3.32	3.32	3.32	3.32	4.52
3.32	3.32	3.32	3.32	1.58	3.32	3.32	3.32	3.32	3.32	3.32	4.97
3.32	3.32	3.32	3.32	2.14	3.32	3.32	3.32	3.32	3.32	3.32	4.99
3.32	3.32	3.32	3.32	3.4	3.32	3.32	3.32	3.32	3.32	3.32	1.34
3.33	3.33	3.33	3.33	2.83	3.33	3.33	3.33	3.33	3.33	3.33	2.71
3.33	3.33	3.33	3.33	3.85	3.33	3.33	3.33	3.33	3.33	3.33	2.36
